TaxonomyLevel,TaxonomyValue,InstitutionId,InstitutionName,DegreeInstitutionId,DegreeInstitutionName,Total,Men,Women
Field,Physics,280,University of Illinois Urbana-Champaign,261,University of Chicago,1,1,0
Field,Physics,280,University of Illinois Urbana-Champaign,51,Cornell,4,3,1
Field,Physics,273,University of Florida,51,Cornell,4,3,1
Field,Physics,280,University of Illinois Urbana-Champaign,205,SUNY Stony Brook,2,1,1
Field,Physics,280,University of Illinois Urbana-Champaign,263,CU Boulder,3,2,1
Field,Physics,280,University of Illinois Urbana-Champaign,258,UC Santa Barbara,1,0,1
Field,Physics,255,UC Riverside,256,UC San Diego,2,2,0
Field,Physics,280,University of Illinois Urbana-Champaign,229,UT Austin,2,2,0
Field,Physics,280,University of Illinois Urbana-Champaign,87,Harvard,4,3,1
Field,Physics,256,UC San Diego,87,Harvard,10,4,3
Field,Physics,293,UMass Amherst,87,Harvard,4,1,2
Field,Physics,280,University of Illinois Urbana-Champaign,368,Yale,2,2,0
Field,Physics,280,University of Illinois Urbana-Champaign,24,Boston University,1,0,1
Field,Physics,280,University of Illinois Urbana-Champaign,325,University of Oregon,1,1,0
Field,Physics,280,University of Illinois Urbana-Champaign,327,University of Pittsburgh,1,1,0
Field,Physics,280,University of Illinois Urbana-Champaign,293,UMass Amherst,1,1,0
Field,Physics,280,University of Illinois Urbana-Champaign,31,Caltech,1,1,0
Field,Physics,198,Stanford,31,Caltech,2,2,0
Field,Physics,263,CU Boulder,198,Stanford,4,4,0
Field,Physics,263,CU Boulder,87,Harvard,6,4,0
Field,Physics,263,CU Boulder,212,Temple,1,0,0
Field,Physics,263,CU Boulder,247,University of Arizona,1,1,0
Field,Physics,263,CU Boulder,167,Princeton,6,6,0
Field,Physics,263,CU Boulder,280,University of Illinois Urbana-Champaign,1,1,0
Field,Physics,263,CU Boulder,347,University of Wisconsin-Madison,1,1,0
Field,Physics,263,CU Boulder,123,MIT,7,7,0
Field,Physics,263,CU Boulder,346,UW,1,1,0
Field,Physics,263,CU Boulder,31,Caltech,1,1,0
Field,Physics,263,CU Boulder,146,NYU,1,1,0
Field,Physics,263,CU Boulder,251,UC Berkeley,6,4,2
Field,Physics,263,CU Boulder,289,University of Maryland College Park,1,0,1
Field,Physics,263,CU Boulder,261,University of Chicago,3,1,2
Field,Physics,263,CU Boulder,51,Cornell,4,4,0
Field,Physics,263,CU Boulder,263,CU Boulder,6,3,2
Field,Physics,263,CU Boulder,258,UC Santa Barbara,3,3,0
Field,Physics,263,CU Boulder,300,University of Michigan,1,1,0
Field,Physics,263,CU Boulder,256,UC San Diego,1,1,0
Field,Physics,263,CU Boulder,254,UCLA,1,1,0
Field,Physics,263,CU Boulder,368,Yale,2,2,0
Field,Physics,263,CU Boulder,24,Boston University,1,1,0
Field,Physics,263,CU Boulder,49,Columbia,1,1,0
Field,Physics,263,CU Boulder,104,Kent State,1,1,0
Field,Physics,263,CU Boulder,314,University of New Mexico,1,1,0
Field,Physics,205,SUNY Stony Brook,87,Harvard,3,2,1
Field,Physics,31,Caltech,87,Harvard,8,7,1
Field,Physics,102,Johns Hopkins,261,University of Chicago,4,4,0
Field,Physics,156,Ohio State University,167,Princeton,4,2,2
Field,Physics,273,University of Florida,229,UT Austin,1,1,0
Field,Physics,31,Caltech,123,MIT,4,2,1
Field,Physics,31,Caltech,198,Stanford,1,1,0
Field,Physics,31,Caltech,31,Caltech,3,3,0
Field,Physics,31,Caltech,167,Princeton,6,5,0
Field,Physics,31,Caltech,251,UC Berkeley,2,2,0
Field,Physics,31,Caltech,102,Johns Hopkins,1,1,0
Field,Physics,31,Caltech,358,Washington University St. Louis,1,1,0
Field,Physics,31,Caltech,261,University of Chicago,3,3,0
Field,Physics,31,Caltech,51,Cornell,3,3,0
Field,Physics,31,Caltech,258,UC Santa Barbara,1,1,0
Field,Physics,31,Caltech,329,University of Rochester,1,0,0
Field,Physics,31,Caltech,49,Columbia,1,1,0
Field,Physics,46,William & Mary,167,Princeton,2,2,0
Field,Physics,99,Iowa State,261,University of Chicago,3,3,0
Field,Physics,99,Iowa State,326,UPenn,2,1,0
Field,Physics,99,Iowa State,280,University of Illinois Urbana-Champaign,1,1,0
Field,Physics,99,Iowa State,168,Purdue,2,1,0
Field,Physics,99,Iowa State,347,University of Wisconsin-Madison,1,0,0
Field,Physics,99,Iowa State,123,MIT,1,1,0
Field,Physics,99,Iowa State,198,Stanford,1,0,1
Field,Physics,99,Iowa State,153,Northwestern,1,1,0
Field,Physics,99,Iowa State,251,UC Berkeley,2,2,0
Field,Physics,99,Iowa State,237,Tufts,1,1,0
Field,Physics,99,Iowa State,304,University of Missouri,1,1,0
Field,Physics,99,Iowa State,289,University of Maryland College Park,2,1,0
Field,Physics,99,Iowa State,205,SUNY Stony Brook,2,2,0
Field,Physics,99,Iowa State,256,UC San Diego,2,1,0
Field,Physics,99,Iowa State,345,University of Virginia,1,1,0
Field,Physics,99,Iowa State,229,UT Austin,1,1,0
Field,Physics,99,Iowa State,172,Rice,1,1,0
Field,Physics,99,Iowa State,132,Michigan State,1,1,0
Field,Physics,99,Iowa State,254,UCLA,1,1,0
Field,Physics,99,Iowa State,368,Yale,4,4,0
Field,Physics,99,Iowa State,24,Boston University,1,1,0
Field,Physics,99,Iowa State,177,Rutgers - New Brunswick,1,0,1
Field,Physics,99,Iowa State,49,Columbia,1,0,0
Field,Physics,46,William & Mary,49,Columbia,2,2,0
Field,Physics,99,Iowa State,279,University of Illinois Chicago,1,1,0
Field,Physics,215,Texas A&M,205,SUNY Stony Brook,3,2,0
Field,Physics,215,Texas A&M,167,Princeton,4,3,1
Field,Physics,215,Texas A&M,368,Yale,2,2,0
Field,Physics,215,Texas A&M,261,University of Chicago,3,3,0
Field,Physics,215,Texas A&M,293,UMass Amherst,1,1,0
Field,Physics,215,Texas A&M,280,University of Illinois Urbana-Champaign,3,3,0
Field,Physics,215,Texas A&M,123,MIT,1,1,0
Field,Physics,215,Texas A&M,198,Stanford,3,3,0
Field,Physics,215,Texas A&M,31,Caltech,1,1,0
Field,Physics,215,Texas A&M,153,Northwestern,1,1,0
Field,Physics,215,Texas A&M,251,UC Berkeley,1,1,0
Field,Physics,215,Texas A&M,102,Johns Hopkins,1,1,0
Field,Physics,215,Texas A&M,289,University of Maryland College Park,1,0,0
Field,Physics,215,Texas A&M,51,Cornell,1,1,0
Field,Physics,215,Texas A&M,215,Texas A&M,4,4,0
